group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;TEST,MOV,;170,272,;0x158c80,0x158da7,;Not mono block loop;0;Success;9;9;0;110;0;1;
3;LLL;CMP,CMP,MOV,;0,8,16,;0x158c65,0x158c69,0x158c6f,;Not mono block loop;0;Success;20;20;0;24;0;1;
2;LL;MOV,MOV,;4,8,;0x158cd2,0x158c99,;Not mono block loop;0;Success;12;12;0;12;0;2;
4;LSSS;MOV,MOV,MOV,MOV,;8,0,16,8,;0x158d1d,0x158d21,0x158d23,0x158d2a,;Not mono block loop;0;Success;28;20;8;24;0;1;
3;LLL;TEST,MOV,MOV,;170,384,384,;0x158c3b,0x158c45,0x158cfd,;Not mono block loop;0;Success;9;5;4;218;0;1;
3;LSS;MOV,INC,INC,;8,0,0,;0x158c7c,0x158c95,0x158dbd,;Not mono block loop;0;Success;24;16;8;16;0;1;
4;LSLS;MOV,MOV,MOV,MOV,;8,16,16,0,;0x158d50,0x158d6f,0x158d88,0x158d93,;Not mono block loop;0;Success;32;24;8;24;0;1;
2;LS;MOV,MOV,;2512264,2512253,;0x158d81,0x158d8c,;Not mono block loop;0;Success;16;16;0;19;0;1;
1;S;DEC,;0,;0x158d2e,;Not mono block loop;0;Success;8;8;0;8;0;1;
9;LLLLLLLLS;CMP,CMP,CMP,MOV,CMP,CMP,CMP,MOV,INC,;8,32,16,24,8,32,16,24,0,;0x158c1c,0x158c26,0x158c30,0x158c4c,0x158cde,0x158ce4,0x158cea,0x158d04,0x158d27,;Not mono block loop;0;Success;50;29;21;33;0;1;
2;SS;MOV,MOV,;0,0,;0x158db0,0x158c8d,;Not mono block loop;0;Success;8;4;4;4;0;2;
1;L;SUB,;40,;0x158c9e,;Not mono block loop;0;Success;8;8;0;8;0;1;
