group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
3;LLL;MOV,MOV,MOV,;96,112,104,;0x1625a6,0x1625f7,0x162650,;Not mono block loop;0;Success;24;24;0;24;0;1;
1;S;INC,;0,;0x1624dc,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x16253d,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x162600,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x16265d,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;2439784,;0x162489,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0x1624cc,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;72,;0x1625af,;Not mono block loop;0;Success;8;8;0;8;0;1;
8;LLLSLSLS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;24,24,144,144,144,144,16,144,;0x16261a,0x1624cf,0x162633,0x162644,0x1624e9,0x1624f5,0x1624fc,0x162516,;Not mono block loop;0;Success;64;24;40;136;0;1;
6;LLLSLS;MOV,CMP,MOV,DEC,MOV,MOV,;8,16,16,0,0,0,;0x1625a2,0x1625ca,0x162614,0x162788,0x1625d4,0x1625dc,;Not mono block loop;0;Success;48;24;24;24;0;1;
8;LLSSSLSL;MOV,CMP,MOV,MOV,MOV,MOV,MOV,CMP,;72,104,72,24,24,24,24,72,;0x1624aa,0x1624b7,0x1624c8,0x162629,0x1624df,0x162523,0x162535,0x16254f,;Not mono block loop;0;Success;60;20;40;84;0;1;
9;LLSSSSLSS;CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;24,16,24,88,24,88,88,24,88,;0x162490,0x162496,0x16262d,0x16263a,0x1624e3,0x1624f0,0x162511,0x16251d,0x162527,;Not mono block loop;0;Success;44;17;27;80;0;1;
1;S;INC,;0,;0x1624c5,;Not mono block loop;0;Success;8;8;0;8;0;1;
