group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
3;LLL;CMP,CMP,MOV,;0,8,16,;0x19892c,0x198934,0x19893e,;Not mono block loop;0;Success;20;20;0;24;0;1;
3;LLL;MOV,MOV,MOVSXD,;24,36,16,;0x1989b7,0x1989be,0x1989d0,;Not mono block loop;0;Success;12;12;0;24;0;1;
1;L;MOV,;0,;0x198987,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LSSS;MOV,MOV,MOV,MOV,;8,0,16,8,;0x198b17,0x198b1b,0x198b1d,0x198b25,;Not mono block loop;0;Success;28;20;8;24;0;1;
9;LLLLLLLLS;CMP,CMP,CMP,MOV,CMP,CMP,CMP,MOV,INC,;8,32,16,24,8,32,16,24,0,;0x1988df,0x1988e9,0x1988f3,0x198913,0x198ad8,0x198ade,0x198ae4,0x198afe,0x198b21,;Not mono block loop;0;Success;50;29;21;33;0;1;
3;LLL;TEST,MOV,MOV,;170,384,384,;0x1988fe,0x19890c,0x198af7,;Not mono block loop;0;Success;9;5;4;218;0;1;
4;LLLL;MOV,MOV,TEST,MOV,;168,272,169,56,;0x19894f,0x198bc9,0x198be2,0x198983,;Not mono block loop;0;Success;25;24;1;224;0;1;
3;LLL;MOV,MOV,MOV,;88,88,88,;0x198aa3,0x1989ee,0x198a49,;Not mono block loop;0;Success;24;8;16;8;0;3;
7;LSLLSSL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,;2145818,2145795,2250602,2145763,2250588,2145733,2217293,;0x198b67,0x198b86,0x198b9f,0x198ba6,0x198bad,0x198bb4,0x1989a4,;Not mono block loop;0;Success;56;56;0;104877;0;1;
1;S;DEC,;0,;0x198b29,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x198a69,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;28,;0x198ac5,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;MOV,;16,;0x198a8c,;Not mono block loop;0;Success;8;8;0;8;0;1;
16;LSSLLLLLLLLLLLSS;MOV,INC,INC,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,DEC,DEC,;8,0,0,16,24,32,40,48,64,104,40,48,64,104,0,0,;0x19894b,0x198961,0x198bd9,0x1989ab,0x1989af,0x1989b3,0x198a10,0x198a14,0x198a1a,0x198a1e,0x198c05,0x198c09,0x198c0f,0x198c13,0x198a60,0x198a03,;Not mono block loop;0;Success;128;72;56;112;0;1;
1;L;SUB,;40,;0x198a6e,;Not mono block loop;0;Success;8;8;0;8;0;1;
