group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;SS;MOV,MOV,;0,0,;0x12cda4,0x12d014,;Not mono block loop;0;Success;3;2;1;2;0;2;
1;L;MOV,;8,;0x12cdf4,;Not mono block loop;0;Success;8;8;0;8;0;1;
8;LLLLLLSS;MOV,MOV,MOV,MOV,MOV,MOV,INC,MOV,;32,16,16,32,32,40,16,24,;0x12cd6b,0x12d103,0x12d0a8,0x12d0c0,0x12cda7,0x12cdb6,0x12cdd5,0x12cde6,;Not mono block loop;0;Success;64;32;32;32;0;1;
1;S;MOV,;0,;0x12d0f4,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;SSS;MOV,MOV,MOV,;8,0,16,;0x12cdba,0x12cdbe,0x12cdca,;Not mono block loop;0;Success;24;24;0;24;0;1;
1;L;MOV,;32,;0x12cdb2,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;SS;DEC,MOV,;24,32,;0x12cdea,0x12cdee,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LL;MOV,MOV,;32,8,;0x12cd85,0x12cd90,;Not mono block loop;0;Success;16;16;0;32;0;2;
1;L;CMP,;24,;0x12cd6f,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;2793075,2793058,;0x12cdce,0x12cddf,;Not mono block loop;0;Success;16;16;0;25;0;1;
1;L;SUB,;40,;0x12cdf9,;Not mono block loop;0;Success;8;8;0;8;0;1;
