group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
8;LSLSLLSL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;216,8,8,8,8,216,8,8,;0x53d7fe,0x53dab0,0x53dab8,0x53dad3,0x53dadb,0x53d907,0x53dae2,0x53dae9,;Not mono block loop;0;Success;64;16;48;216;0;1;
2;LL;TEST,MOV,;169,328,;0x53d970,0x53d97e,;Not mono block loop;0;Success;9;9;0;167;0;1;
2;LL;TEST,MOV,;169,328,;0x53d7a1,0x53d828,;Not mono block loop;0;Success;9;9;0;167;0;1;
2;LL;MOV,MOV,;8,168,;0x53d79d,0x53da71,;Not mono block loop;0;Success;12;12;0;164;0;2;
2;LS;MOV,MOV,;-8,-8,;0x53d878,0x53d888,;Not mono block loop;0;Success;16;8;8;8;0;1;
4;LLLS;MOV,MOV,MOV,MOV,;8,168,-8,-8,;0x53d7db,0x53da1d,0x53d948,0x53d95f,;Not mono block loop;0;Success;28;20;8;180;0;1;
4;LLLS;MOV,MOV,MOV,MOV,;8,168,-8,-8,;0x53d7ba,0x53d9f4,0x53d9bc,0x53d9cc,;Not mono block loop;0;Success;28;20;8;180;0;1;
2;LL;TEST,MOV,;169,328,;0x53d7df,0x53d938,;Not mono block loop;0;Success;9;9;0;167;0;1;
11;LLLLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;352,344,336,256,336,336,888,256,256,888,888,;0x53d770,0x53d780,0x53d8bd,0x53d8da,0x53d844,0x53d7aa,0x53d8f7,0x53d9d0,0x53d7cb,0x53d954,0x53d7ec,;Not mono block loop;0;Success;88;40;48;640;0;1;
2;LL;TEST,MOV,;169,328,;0x53d7be,0x53d9b0,;Not mono block loop;0;Success;9;9;0;167;0;1;
2;LS;MOV,MOV,;-8,-8,;0x53d838,0x53d84f,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;-8,-8,;0x53d98e,0x53d99e,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LL;MOV,MOV,;8,168,;0x53d96c,0x53da92,;Not mono block loop;0;Success;12;12;0;164;0;2;
2;LL;SUB,SUB,;40,40,;0x53d806,0x53d90f,;Not mono block loop;0;Success;16;8;8;8;0;2;
