group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;MOV,MOV,;168,168,;0x62ddf9e,0x62dde35,;Not mono block loop;0;Success;16;8;8;8;0;2;
1;L;MOV,;144,;0x62dd876,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;0,8,;0x62ddfa9,0x62ddfac,;Not mono block loop;0;Success;16;16;0;16;0;2;
6;LLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,;7,15,7,15,7,15,;0x62de09d,0x62de0a1,0x62dde9f,0x62ddea3,0x62ddedc,0x62ddee0,;Not mono block loop;0;Success;48;16;32;16;0;2;
3;LLS;MOV,MOV,MOV,;0,0,0,;0x62dde1a,0x62de04d,0x62de05c,;Not mono block loop;0;Success;24;8;16;8;0;1;
7;LLLLSLS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,0,0,0,0,0,0,;0x62dde6c,0x62dd886,0x62ddeb4,0x62de0fa,0x62de109,0x62ddf39,0x62ddf45,;Not mono block loop;0;Success;56;8;48;8;0;1;
1;L;MOV,;0,;0x62ddea7,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;8,8,;0x62ddf9a,0x62dde31,;Not mono block loop;0;Success;16;8;8;8;0;2;
6;LSLLLL;CMP,MOV,MOV,MOV,MOV,MOV,;21823634,21821172,21176150,21177661,21176208,21176086,;0x62dd7ff,0x62de19e,0x62dde93,0x62dd8ac,0x62dde59,0x62dded3,;Not mono block loop;0;Success;34;34;0;647549;0;1;
3;SLL;INC,MOV,MOV,;-1,7,15,;0x62ddf8b,0x62ddfb0,0x62ddfb4,;Not mono block loop;0;Success;20;20;0;24;0;1;
3;LLL;CMP,MOV,MOV,;4,8,8,;0x62dde08,0x62ddf96,0x62dde2d,;Not mono block loop;0;Success;18;10;8;12;0;1;
43;LLLLLLSSSSLLLSSSSSSSSSLLSSLLSSLLLLLSLSLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,;-784,-760,-784,-768,-760,-760,-624,-616,-128,-120,-176,-168,-224,-224,-624,-616,-128,-120,-176,-168,-224,-216,-80,-72,-624,-616,-176,-168,-128,-120,-224,-80,-224,-216,-80,-80,-800,-800,-80,-800,-224,-176,-48,;0x62dd86f,0x62dddfb,0x62dd82b,0x62dde13,0x62ddf8f,0x62dde26,0x62de0a5,0x62de0ac,0x62de0b3,0x62de0c2,0x62de0dd,0x62de0e4,0x62de0fd,0x62de10c,0x62ddfb8,0x62ddfbf,0x62ddfc6,0x62ddfd5,0x62ddfd9,0x62ddfe0,0x62ddfe7,0x62ddff9,0x62de022,0x62de026,0x62ddee4,0x62ddeeb,0x62ddef2,0x62ddef9,0x62ddf00,0x62ddf04,0x62de122,0x62de03b,0x62ddf1f,0x62ddf26,0x62ddf3c,0x62ddf48,0x62de050,0x62de05f,0x62ddf5b,0x62de075,0x62ddf6a,0x62de134,0x62de155,;Not mono block loop;0;Success;344;120;224;760;0;1;
2;LL;MOV,MOV,;0,8,;0x62dde60,0x62dde63,;Not mono block loop;0;Success;16;16;0;16;0;2;
1;L;MOV,;40,;0x62de14c,;Not mono block loop;0;Success;8;8;0;8;0;1;
