group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;MOV,MOV,;0,32,;0x6419120,0x6419123,;Not mono block loop;0;Success;16;16;0;40;0;2;
1;S;MOV,;0,;0x641922d,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;VMOVUPS,;0,;0x641919e,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;L;MOV,;168,;0x6419416,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LLLL;MOV,CMP,MOV,MOV,;32,56,0,0,;0x641940e,0x641925d,0x6419285,0x641929a,;Not mono block loop;0;Success;25;17;8;57;0;1;
5;SSLLS;VMOVUPS,VMOVUPS,MOV,VMOVUPS,VMOVUPS,;12,0,48,48,48,;0x64192f4,0x6419301,0x6419368,0x641936c,0x6419379,;Not mono block loop;0;Success;72;44;28;64;0;1;
6;LLLLLL;MOV,MOV,MOV,CMP,MOV,MOV,;16,16,16,0,104,104,;0x641911c,0x641940a,0x6419259,0x64192b6,0x64192bc,0x64192d4,;Not mono block loop;0;Success;41;17;24;112;0;1;
2;LS;CMP,MOV,;20536313,20535394,;0x6419108,0x64194a0,;Not mono block loop;0;Success;2;2;0;920;0;1;
1;S;ADD,;104,;0x64192d8,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;VMOVUPS,VMOVUPS,;0,0,;0x6419356,0x6419363,;Not mono block loop;0;Success;32;16;16;16;0;1;
27;SSSSLLSSLSLSLLLLLLSLLLSSSLL;MOV,VMOVAPS,VMOVUPS,MOV,MOV,VMOVUPS,VMOVAPS,VMOVAPS,MOV,VMOVAPS,MOV,VMOVAPS,MOV,MOV,MOV,MOV,VMOVUPS,VMOVAPS,MOV,MOV,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,MOV,CMP,;-528,-448,-436,-480,16,-496,-544,-400,-452,-496,-512,-480,-504,-528,-452,-520,-436,-448,-480,-400,-400,-496,-544,-496,-480,-400,-48,;0x6419115,0x641913f,0x6419147,0x641914f,0x6419183,0x6419187,0x641918f,0x64191a2,0x64191bc,0x64191ca,0x64191d2,0x64191f1,0x6419224,0x6419231,0x641923e,0x6419247,0x64192ec,0x64192f9,0x641930c,0x6419317,0x6419338,0x6419346,0x641934e,0x641935b,0x6419371,0x6419394,0x64193ba,;Not mono block loop;0;Success;316;140;176;568;0;1;
2;LL;MOV,MOV,;0,8,;0x6419421,0x6419424,;Not mono block loop;0;Success;16;16;0;16;0;2;
15;LLLLLSSSSLSLLSS;MOV,VMOVUPS,VMOVUPS,MOV,VMOVUPS,MOV,MOV,MOV,MOV,VMOVUPS,MOV,MOV,VMOVUPS,MOV,MOV,;208,0,12,48,48,0,8,16,24,32,32,48,48,48,56,;0x6419127,0x6419136,0x641913a,0x641915a,0x6419178,0x64191aa,0x64191ad,0x64191b8,0x64191c2,0x64191c5,0x64191d9,0x64191dd,0x64191e1,0x64191ed,0x6419200,;Not mono block loop;0;Success;156;68;88;216;0;1;
1;L;MOV,;8,;0x6419412,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;CMP,;0,;0x6419263,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;40,;0x64193b1,;Not mono block loop;0;Success;8;8;0;8;0;1;
