group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LS;MOV,ADD,;8,0,;0x70232b4,0x70232cb,;Not mono block loop;0;Success;16;16;0;16;0;1;
4;LLLL;MOV,MOV,MOV,MOV,;88,104,248,264,;0x70232eb,0x70232fa,0x7023343,0x7023354,;Not mono block loop;0;Success;32;32;0;184;0;2;
2;LS;MOV,ADD,;8,0,;0x7023220,0x7023228,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;S;MOV,;0,;0x7023224,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,ADD,;8,0,;0x7023317,0x7023328,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LL;MOV,MOV,;8,24,;0x702327b,0x702328b,;Not mono block loop;0;Success;16;16;0;24;0;2;
1;L;MOVZX,;-42,;0x70232cf,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;S;MOV,;0,;0x70232c7,;Not mono block loop;0;Success;8;8;0;8;0;1;
5;LLSLS;MOV,MOV,MOV,CMP,MOV,;-72,-64,-56,-80,-56,;0x7023298,0x70232df,0x70232e7,0x7023335,0x702333f,;Not mono block loop;0;Success;33;25;8;32;0;1;
1;S;MOV,;0,;0x7023324,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x70232c4,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;TEST,MOV,;-224,-216,;0x702324e,0x7023258,;Not mono block loop;0;Success;9;9;0;16;0;1;
