group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
3;SLL;MOV,MOV,MOV,;16,16,56,;0x520ea8,0x520ec2,0x520d56,;Not mono block loop;0;Success;24;16;8;48;0;1;
2;LL;CMP,MOV,;8,24,;0x520d2d,0x520d3b,;Not mono block loop;0;Success;16;16;0;24;0;1;
1;L;MOV,;96,;0x520d77,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;264,;0x520d15,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;TEST,;171,;0x520d20,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;MOV,;0,;0x520d74,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;TEST,;168,;0x520d95,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;CMP,;8,;0x520f0a,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x520d1c,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x520d90,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x520d64,;Not mono block loop;0;Success;8;8;0;8;0;1;
