group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;TEST,MOV,;170,272,;0x55f185,0x55f2e1,;Not mono block loop;0;Success;9;9;0;110;0;1;
4;SLSS;MOV,MOV,MOV,MOV,;275392,275400,275408,275400,;0x55f22f,0x55f236,0x55f23d,0x55f24c,;Not mono block loop;0;Success;28;20;8;24;0;1;
3;LSL;MOV,MOV,MOV,;24,8,8,;0x55f1a6,0x55f2a6,0x55f2b0,;Not mono block loop;0;Success;24;16;8;24;0;1;
4;LLLS;MOV,MOV,MOV,MOV,;8,0,0,0,;0x55f180,0x55f19a,0x55f2f9,0x55f1a2,;Not mono block loop;0;Success;20;12;8;16;0;1;
1;L;MOV,;384,;0x55f216,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;S;MOV,;384,;0x55f299,;Not mono block loop;0;Success;4;4;0;4;0;1;
2;LS;MOV,MOV,;4169684,4169665,;0x55f2c5,0x55f2d9,;Not mono block loop;0;Success;8;8;0;23;0;1;
2;LS;MOV,MOV,;0,0,;0x55f21d,0x55f249,;Not mono block loop;0;Success;8;4;4;4;0;1;
2;SS;MOV,MOV,;0,0,;0x55f2e8,0x55f192,;Not mono block loop;0;Success;8;4;4;4;0;2;
3;LSL;MOV,MOV,MOV,;0,0,8,;0x55f253,0x55f25d,0x55f262,;Not mono block loop;0;Success;24;16;8;16;0;1;
1;L;SUB,;40,;0x55f1ab,;Not mono block loop;0;Success;8;8;0;8;0;1;
