group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
14;SLSSLLLSSLLSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,0,8,0,20,8,0,8,0,0,8,0,0,24,;0x560b92,0x560bae,0x560cfe,0x560d03,0x560d0c,0x560d10,0x560d20,0x560e96,0x560e9b,0x560ea4,0x560ea8,0x560d98,0x560da3,0x560c4a,;Not mono block loop;0;Success;108;28;80;32;0;1;
3;LSL;MOV,MOV,MOV,;0,0,8,;0x560d82,0x560d93,0x560d9c,;Not mono block loop;0;Success;24;16;8;16;0;1;
6;LLLSLS;MOV,MOV,MOV,MOV,MOV,MOV,;0,8,8,0,0,0,;0x560bf8,0x560dfe,0x560c04,0x560c08,0x560c32,0x560c41,;Not mono block loop;0;Success;40;16;24;16;0;1;
1;L;CMP,;280,;0x560aa2,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x560bc3,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;272,272,;0x560e02,0x560c0b,;Not mono block loop;0;Success;16;8;8;8;0;2;
4;SLSS;MOV,MOV,MOV,MOV,;275392,275400,275408,275400,;0x560d64,0x560d6b,0x560d72,0x560d85,;Not mono block loop;0;Success;28;20;8;24;0;1;
3;LLL;CMP,CMP,MOV,;275392,275400,275408,;0x560bce,0x560bdb,0x560be8,;Not mono block loop;0;Success;20;20;0;24;0;1;
6;LLLSLS;MOV,MOV,MOV,MOV,MOV,MOV,;0,8,8,0,0,0,;0x560a80,0x560de5,0x560a8b,0x560a8f,0x560abb,0x560acb,;Not mono block loop;0;Success;40;16;24;16;0;1;
5;LLSSL;MOV,MOV,MOV,MOV,MOV,;0,0,0,0,8,;0x560c96,0x560c17,0x560ca5,0x560c73,0x560c79,;Not mono block loop;0;Success;40;16;24;16;0;1;
5;LLSLL;MOV,MOV,MOV,MOV,MOV,;384,168,384,384,24,;0x560ba6,0x560d35,0x560e88,0x560d48,0x560dc2,;Not mono block loop;0;Success;28;20;8;364;0;1;
3;LSL;MOV,MOV,MOV,;0,0,8,;0x560b61,0x560b72,0x560b77,;Not mono block loop;0;Success;24;16;8;16;0;1;
4;LLLS;CMP,CMP,MOV,MOV,;8,16,0,0,;0x560d24,0x560d2e,0x560d50,0x560d7e,;Not mono block loop;0;Success;24;20;4;24;0;1;
2;LS;MOV,MOV,;0,0,;0x560b2a,0x560b5d,;Not mono block loop;0;Success;8;4;4;4;0;1;
1;L;MOV,;16,;0x560bc6,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;275384,275384,;0x560e6f,0x560e81,;Not mono block loop;0;Success;8;4;4;4;0;1;
5;LSLSL;MOV,MOV,MOV,MOV,MOV,;4162522,4162501,4162490,4162467,4135936,;0x560ec0,0x560ed5,0x560ee0,0x560ef6,0x560dd1,;Not mono block loop;0;Success;24;24;0;26590;0;1;
2;LL;MOV,MOV,;272,272,;0x560de9,0x560a92,;Not mono block loop;0;Success;16;8;8;8;0;2;
1;L;MOV,;384,;0x560b23,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;S;MOV,;384,;0x560e42,;Not mono block loop;0;Success;4;4;0;4;0;1;
4;SLSS;MOV,MOV,MOV,MOV,;275392,275400,275408,275400,;0x560b43,0x560b4a,0x560b51,0x560b64,;Not mono block loop;0;Success;28;20;8;24;0;1;
2;LL;MOV,SUB,;0,40,;0x560b96,0x560c4f,;Not mono block loop;0;Success;16;16;0;48;0;1;
