group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
10;LLSLSLSSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;24,24,12,12,12,12,12,12,12,12,;0x127577,0x127873,0x127717,0x127720,0x1277bc,0x1277c5,0x12785e,0x127601,0x127867,0x12760e,;Not mono block loop;0;Success;48;12;36;20;0;1;
1;S;MOV,;0,;0x1275d3,;Not mono block loop;0;Success;8;8;0;8;0;1;
9;LLSSLLSSL;MOV,MOV,INC,MOV,MOV,CMP,MOV,MOV,MOV,;16,8,0,8,40,44,8,40,24,;0x1274f9,0x127506,0x12750a,0x12750f,0x1275a0,0x1275a3,0x1275cc,0x1275d0,0x1275a8,;Not mono block loop;0;Success;56;36;20;48;0;1;
2;SS;MOV,MOV,;48,72,;0x12756a,0x1277fc,;Not mono block loop;0;Success;2;2;0;25;0;2;
2;SS;MOV,MOV,;0,0,;0x127744,0x127670,;Not mono block loop;0;Success;6;4;2;4;0;2;
9;LLLLSLSLL;MOV,MOV,MOV,MOV,INC,TEST,INC,CMP,MOV,;2628737,2628713,2629086,2629064,2813595,2607419,2606614,2456107,2456738,;0x127700,0x127710,0x1275e3,0x1275f1,0x12761e,0x127527,0x1277a3,0x1277aa,0x127534,;Not mono block loop;0;Success;57;57;0;357496;0;1;
1;S;MOV,;16,;0x1275b0,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x12750c,;Not mono block loop;0;Success;8;8;0;8;0;1;
19;SSSSSSSSSSSSSSSSSSS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;8,0,16,24,32,16,24,32,40,40,64,56,48,56,48,64,40,64,40,;0x127523,0x127542,0x127634,0x127640,0x127648,0x127556,0x12755e,0x127566,0x12756f,0x127801,0x127805,0x127809,0x12780d,0x127656,0x12765e,0x127737,0x12773b,0x12767f,0x127683,;Not mono block loop;0;Success;138;65;73;72;0;1;
1;S;MOV,;24,;0x1275ac,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x1274f5,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;SUB,SUB,;40,40,;0x12757c,0x127878,;Not mono block loop;0;Success;16;8;8;8;0;2;
