group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LSSS;MOV,MOV,MOV,MOV,;8,0,16,8,;0x1b2c05,0x1b2c09,0x1b2c0b,0x1b2c12,;Not mono block loop;0;Success;28;20;8;24;0;1;
8;LLSLLSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;28,28,8,8,8,8,8,56,;0x1b2c40,0x1b2baf,0x1b2bd1,0x1b2bdb,0x1b2cb5,0x1b2b80,0x1b2b8a,0x1b2b4e,;Not mono block loop;0;Success;56;20;36;56;0;1;
1;S;DEC,;0,;0x1b2c9d,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x1b2b92,;Not mono block loop;0;Success;8;8;0;8;0;1;
6;LLLLLL;TEST,MOV,MOV,TEST,MOV,MOV,;170,384,384,170,384,384,;0x1b2a3e,0x1b2a4d,0x1b2c6b,0x1b2ac0,0x1b2acf,0x1b2be4,;Not mono block loop;0;Success;18;5;13;218;0;1;
3;LLL;CMP,CMP,MOV,;0,8,16,;0x1b2a6e,0x1b2a76,0x1b2a80,;Not mono block loop;0;Success;20;20;0;24;0;1;
3;SSS;INC,DEC,DEC,;0,0,0,;0x1b2a94,0x1b2b44,0x1b2cec,;Not mono block loop;0;Success;24;8;16;8;0;1;
14;LSLLSSLLSLLSSL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;2039712,2039689,2143693,2039654,2039631,2143665,2040316,2039572,2039549,2143585,2039514,2039491,2143557,2105035,;0x1b2d01,0x1b2d20,0x1b2d3c,0x1b2d43,0x1b2d4a,0x1b2d58,0x1b2a8d,0x1b2d6d,0x1b2d8c,0x1b2da8,0x1b2daf,0x1b2db6,0x1b2dc4,0x1b2cc6,;Not mono block loop;0;Success;112;112;0;104210;0;1;
1;S;DEC,;0,;0x1b2c16,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LSSS;MOV,MOV,MOV,MOV,;8,0,16,8,;0x1b2c8c,0x1b2c90,0x1b2c92,0x1b2c99,;Not mono block loop;0;Success;28;20;8;24;0;1;
9;LLLLLLLLS;CMP,CMP,CMP,MOV,CMP,CMP,CMP,MOV,INC,;8,32,16,24,8,32,16,24,0,;0x1b2aa1,0x1b2aab,0x1b2ab5,0x1b2ad7,0x1b2bbb,0x1b2bc1,0x1b2bc7,0x1b2bec,0x1b2c0f,;Not mono block loop;0;Success;50;29;21;33;0;1;
9;LLLLLLLLS;CMP,CMP,CMP,MOV,CMP,CMP,CMP,MOV,INC,;8,32,16,24,8,32,16,24,0,;0x1b2a1f,0x1b2a29,0x1b2a33,0x1b2a55,0x1b2c4c,0x1b2c52,0x1b2c58,0x1b2c73,0x1b2c96,;Not mono block loop;0;Success;50;29;21;33;0;1;
3;LLL;CMP,CMP,MOV,;0,8,16,;0x1b2af0,0x1b2af8,0x1b2b02,;Not mono block loop;0;Success;20;20;0;24;0;1;
3;LLS;CMP,CMP,INC,;8,48,0,;0x1b2b16,0x1b2b23,0x1b2b74,;Not mono block loop;0;Success;24;24;0;56;0;1;
1;L;SUB,;40,;0x1b2b53,;Not mono block loop;0;Success;8;8;0;8;0;1;
