group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLL;MOV,MOV,MOVSXD,MOVSXD,;24,36,16,16,;0x198d40,0x198d47,0x198d5d,0x198fe8,;Not mono block loop;0;Success;16;12;4;24;0;1;
3;SLS;MOV,MOV,MOV,;16,16,0,;0x198f8b,0x198fa1,0x198fbf,;Not mono block loop;0;Success;24;16;8;24;0;1;
1;L;MOV,;0,;0x198d0b,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x198eea,;Not mono block loop;0;Success;8;8;0;8;0;1;
9;LLLLLLLLS;CMP,CMP,CMP,MOV,CMP,CMP,CMP,MOV,INC,;8,32,16,24,8,32,16,24,0,;0x198c79,0x198c83,0x198c8d,0x198cad,0x198e90,0x198e96,0x198e9c,0x198ebf,0x198ee2,;Not mono block loop;0;Success;50;29;21;33;0;1;
3;LLL;MOV,MOV,MOV,;88,88,88,;0x198d78,0x198e48,0x198def,;Not mono block loop;0;Success;24;8;16;8;0;3;
3;LLL;MOV,MOV,TEST,;168,272,169,;0x198ce9,0x198efd,0x198f25,;Not mono block loop;0;Success;17;16;1;112;0;1;
4;LSSS;MOV,MOV,MOV,MOV,;8,0,16,8,;0x198ed8,0x198edc,0x198ede,0x198ee6,;Not mono block loop;0;Success;28;20;8;24;0;1;
1;L;MOV,;8,;0x198f66,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;LLL;CMP,CMP,MOV,;0,8,16,;0x198cc6,0x198cce,0x198cd8,;Not mono block loop;0;Success;20;20;0;24;0;1;
3;LSL;MOV,MOV,MOV,;2249568,2249556,2216393,;0x198fa9,0x198fb5,0x198d28,;Not mono block loop;0;Success;24;24;0;33183;0;1;
3;LLL;TEST,MOV,MOV,;170,384,384,;0x198c98,0x198ca6,0x198eb8,;Not mono block loop;0;Success;9;5;4;218;0;1;
4;SSLL;MOV,MOV,MOV,MOV,;8,0,0,8,;0x198f6a,0x198f6f,0x198fa5,0x198fb0,;Not mono block loop;0;Success;32;16;16;16;0;1;
1;L;MOV,;24,;0x198d94,;Not mono block loop;0;Success;8;8;0;8;0;1;
9;SSLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;8,0,20,0,8,0,8,8,0,;0x198e63,0x198e68,0x198e74,0x198e80,0x198e84,0x198eab,0x198eaf,0x198f55,0x198f5a,;Not mono block loop;0;Success;68;20;48;24;0;1;
3;LLL;MOV,MOV,MOV,;16,16,16,;0x198e35,0x198fe4,0x198e2b,;Not mono block loop;0;Success;24;8;16;8;0;3;
25;LSSLLLLLLLLLLLLLLLLLLLLSS;MOV,INC,INC,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,DEC,DEC,;8,0,0,8,16,24,32,40,48,64,104,40,48,64,104,40,48,64,104,40,48,64,104,0,0,;0x198ce5,0x198cfb,0x198f0d,0x198f10,0x198d2f,0x198d38,0x198d3c,0x198db7,0x198dbb,0x198dc1,0x198dc5,0x198e1b,0x198e1f,0x198e23,0x198e27,0x198fcd,0x198fd1,0x198fd7,0x198fdb,0x19900d,0x199011,0x199015,0x199019,0x198d8b,0x198e08,;Not mono block loop;0;Success;200;72;128;112;0;1;
1;L;MOV,;56,;0x198d07,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;SUB,;40,;0x198d99,;Not mono block loop;0;Success;8;8;0;8;0;1;
