group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;16,;0x130640,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;8,8,;0x130810,0x1306cf,;Not mono block loop;0;Success;16;8;8;8;0;2;
2;LS;MOV,MOV,;24,24,;0x130701,0x130717,;Not mono block loop;0;Success;16;8;8;8;0;1;
3;LSS;CMP,MOV,MOV,;16,32,32,;0x130807,0x1308b9,0x1307d3,;Not mono block loop;0;Success;20;12;8;24;0;1;
2;LS;MOV,MOV,;8,8,;0x130837,0x13084b,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;0,;0x13069e,;Not mono block loop;0;Success;8;8;0;8;0;1;
17;LLSLSLLLSSLSSLLLS;MOV,MOV,MOV,MOV,MOV,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVUPS,;24,16,24,40,16,20,32,40,40,32,0,32,0,40,32,32,32,;0x130768,0x13076c,0x13077e,0x13078a,0x130799,0x13079c,0x13089f,0x1308ac,0x130861,0x130865,0x1308d4,0x1308de,0x1308f1,0x1307c2,0x1307c6,0x1307d7,0x1307f1,;Not mono block loop;0;Success;132;40;92;48;0;1;
2;LS;MOV,MOV,;0,0,;0x13077a,0x130793,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;16,;0x130761,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;32,32,;0x1307e4,0x1307fe,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;0,;0x130848,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;16,;0x13071b,;Not mono block loop;0;Success;8;8;0;8;0;1;
11;LLLSSLSLLLS;MOV,MOV,MOV,MOV,MOV,MOV,MOVAPS,MOV,MOV,MOV,MOV,;32,8,0,8,0,36,16,32,16,24,16,;0x13067d,0x1306b3,0x1306bb,0x1306bd,0x1306c4,0x1306f0,0x130713,0x13074e,0x130751,0x130755,0x13076f,;Not mono block loop;0;Success;76;36;40;40;0;1;
1;L;MOV,;0,;0x1306fd,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;SS;MOV,MOV,;40,40,;0x1308bd,0x1307e0,;Not mono block loop;0;Success;16;8;8;8;0;2;
17;LLLLLLLSLLLSSLSSS;MOV,MOV,MOV,CMP,MOV,MOV,MOV,DEC,MOV,MOV,MOV,MOV,DEC,CMP,MOV,MOV,MOV,;2644152,2592067,2592021,2776642,2777205,2591928,2591882,2776436,2776193,2776080,2592108,2776058,2776031,2776206,2776159,2776186,2776134,;0x130639,0x130656,0x130664,0x130680,0x13068c,0x130721,0x13072f,0x130745,0x130858,0x1308c1,0x1308cd,0x1308d7,0x1308ea,0x130872,0x13087a,0x130887,0x130893,;Not mono block loop;0;Success;132;131;1;185331;0;1;
2;LS;CMP,MOV,;0,0,;0x1307ae,0x1307b5,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;40,;0x13086e,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;24,;0x13075d,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;660,660,;0x130644,0x130650,;Not mono block loop;0;Success;8;4;4;4;0;1;
1;S;MOV,;40,;0x1307fa,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;-8,-16,;0x130833,0x13084f,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;S;MOV,;-16,;0x1306b7,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;SUB,SUB,;40,40,;0x130815,0x1306d4,;Not mono block loop;0;Success;16;8;8;8;0;2;
