group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;MOV,MOVZX,;0,4,;0x65fecb0,0x65fecb9,;Not mono block loop;0;Success;6;6;0;6;0;1;
1;L;CMP,;0,;0x65feddc,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;CMP,;0,;0x65fed6d,;Not mono block loop;0;Success;1;1;0;1;0;1;
2;LL;MOV,MOVZX,;0,8,;0x65fec22,0x65fec32,;Not mono block loop;0;Success;9;9;0;9;0;1;
10;LLLLLLLLLL;MOV,MOVZX,MOV,MOVZX,CMP,MOV,MOVZX,MOV,MOVZX,CMP,;0,4,0,4,0,0,4,0,4,0,;0x65fee0e,0x65fee17,0x65fee26,0x65fee2f,0x65fee7b,0x65feed4,0x65feedd,0x65feeec,0x65feef5,0x65fef41,;Not mono block loop;0;Success;22;5;17;5;0;1;
1;L;CMP,;0,;0x65fecf5,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;CMP,;0,;0x65febb7,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;CMP,;0,;0x65fedbf,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;CMP,;0,;0x65fed4f,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOVZX,;0,4,;0x65feb8f,0x65feb94,;Not mono block loop;0;Success;5;5;0;5;0;1;
1;L;CMP,;0,;0x65fec54,;Not mono block loop;0;Success;1;1;0;1;0;1;
54;LSSSSLLLSSSSLLLSSSSLLLSSSSLLSSSSLLLLSSLLSSLLLLSSLLSSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;-48,-48,-56,-48,-56,-72,-56,-48,-48,-56,-48,-56,-64,-56,-48,-48,-56,-48,-56,-64,-56,-48,-48,-56,-48,-56,-56,-48,-48,-56,-48,-56,-64,-56,-48,-48,-48,-56,-56,-48,-48,-56,-64,-56,-48,-48,-48,-56,-56,-48,-48,-56,-64,-56,;0x65feb8b,0x65feba6,0x65febb1,0x65febc0,0x65febc8,0x65febfc,0x65fec14,0x65fec18,0x65fec43,0x65fec4e,0x65fec5d,0x65fec65,0x65fec89,0x65fec90,0x65fec94,0x65fece4,0x65fecef,0x65fecfe,0x65fed06,0x65fed2a,0x65fed31,0x65fed35,0x65fed5c,0x65fed67,0x65fed76,0x65fed7e,0x65fedb2,0x65fedb6,0x65fedc8,0x65fedd2,0x65fede9,0x65fedf1,0x65fef98,0x65fefa1,0x65fee0a,0x65fee22,0x65fee42,0x65fee4a,0x65fee6e,0x65fee77,0x65fee83,0x65fee8a,0x65feeb9,0x65feec0,0x65feed0,0x65feee8,0x65fef08,0x65fef10,0x65fef34,0x65fef3d,0x65fef49,0x65fef50,0x65fef73,0x65fef7a,;Not mono block loop;0;Success;412;28;384;32;0;1;
23;SSSSSSSSSSSSSSLSSSSLSSS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,0,40,40,44,48,48,52,56,56,96,96,100,56,72,96,96,100,56,72,96,96,100,;0x65febcc,0x65febf0,0x65fec69,0x65fec70,0x65fec8c,0x65fed0a,0x65fed11,0x65fed2d,0x65fed82,0x65fed8e,0x65fef83,0x65fedf5,0x65fef9b,0x65fee4e,0x65fee53,0x65fee8e,0x65feea0,0x65feebc,0x65fef14,0x65fef19,0x65fef54,0x65fef5e,0x65fef76,;Not mono block loop;0;Success;52;25;27;104;0;1;
