group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
3;LLL;MOV,MOV,MOV,;4,8,8,;0x148b0e,0x148ad0,0x148aad,;Not mono block loop;0;Success;20;12;8;12;0;1;
1;L;MOV,;272,;0x148a08,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x148b6a,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,INC,;8,0,;0x148a1f,0x148a68,;Not mono block loop;0;Success;16;16;0;16;0;1;
3;LLL;TEST,MOV,MOV,;170,384,384,;0x1489b6,0x1489c4,0x148b39,;Not mono block loop;0;Success;9;5;4;218;0;1;
4;LSLS;MOV,MOV,MOV,MOV,;8,16,16,0,;0x148b94,0x148bb3,0x148bce,0x148bda,;Not mono block loop;0;Success;32;24;8;24;0;1;
3;LSS;MOV,INC,INC,;8,0,0,;0x148a03,0x148bee,0x148a60,;Not mono block loop;0;Success;24;16;8;16;0;1;
1;L;MOV,;16,;0x148a7b,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;8,8,;0x148a8a,0x148aa9,;Not mono block loop;0;Success;16;8;8;8;0;1;
4;LSSS;MOV,MOV,MOV,MOV,;8,0,16,8,;0x148b59,0x148b5d,0x148b5f,0x148b66,;Not mono block loop;0;Success;28;20;8;24;0;1;
3;LSL;MOV,MOV,MOV,;2578242,2578230,2544765,;0x148bc7,0x148bd3,0x148a74,;Not mono block loop;0;Success;24;24;0;33485;0;1;
3;LLL;CMP,CMP,MOV,;0,8,16,;0x1489e4,0x1489ec,0x1489f6,;Not mono block loop;0;Success;20;20;0;24;0;1;
1;L;MOV,;712,;0x148a7f,;Not mono block loop;0;Success;8;8;0;8;0;1;
9;LLLLLLLLS;CMP,CMP,CMP,MOV,CMP,CMP,CMP,MOV,INC,;8,32,16,24,8,32,16,24,0,;0x148997,0x1489a1,0x1489ab,0x1489cb,0x148b1a,0x148b20,0x148b26,0x148b40,0x148b63,;Not mono block loop;0;Success;50;29;21;33;0;1;
6;SSSSLS;MOV,MOV,MOV,MOV,MOV,MOVUPS,;32,16,40,24,-8,-16,;0x148a54,0x148a64,0x148a6c,0x148a70,0x148a86,0x148aa5,;Not mono block loop;0;Success;56;48;8;64;0;1;
1;S;MOV,;0,;0x148a99,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;SUB,SUB,;40,40,;0x148ad5,0x148ab2,;Not mono block loop;0;Success;16;8;8;8;0;2;
