group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
33;LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,TEST,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,;8,256,96,80,104,112,160,48,64,144,72,152,88,56,169,128,136,200,120,216,224,272,272,168,280,288,296,304,328,392,168,320,320,;0x12a5a6,0x12a5bb,0x12a5c7,0x12a5dd,0x12a5f3,0x12a609,0x12a622,0x12b350,0x12a64e,0x12a656,0x12a675,0x12a67d,0x12a692,0x12a6b5,0x12a6cc,0x12a6d9,0x12a6f3,0x12a753,0x12a761,0x12a773,0x12a78d,0x12a7a5,0x12b3d0,0x12b3e7,0x12a7cc,0x12aeb1,0x12a7f4,0x12ae13,0x12a828,0x12a842,0x12a852,0x12a8b9,0x12b250,;Not mono block loop;0;Success;257;232;25;392;0;1;
3;LLL;MOV,MOV,MOV,;112,112,112,;0x12b1de,0x12b269,0x12a94e,;Not mono block loop;0;Success;24;8;16;8;0;3;
6;LLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,;104,104,104,104,104,104,;0x12b1c4,0x12b78a,0x12b9eb,0x12b232,0x12b305,0x12b216,;Not mono block loop;0;Success;48;8;40;8;0;6;
8;LLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,8,16,24,40,56,64,72,;0x12a976,0x12a989,0x12a99d,0x12a9b1,0x12a9c5,0x12a9d9,0x12a9ed,0x12aa05,;Not mono block loop;0;Success;64;64;0;80;0;1;
1;L;MOV,;24,;0x12a5a1,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LSLS;CMP,MOV,CMP,MOV,;0,0,8,8,;0x12ad72,0x12b5b3,0x12ad84,0x12ada5,;Not mono block loop;0;Success;32;16;16;16;0;1;
1;L;TEST,;171,;0x12a5aa,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;CMP,;0,;0x12b727,;Not mono block loop;0;Success;8;8;0;8;0;1;
6;LSLSLS;CMP,MOV,CMP,MOV,CMP,MOV,;0,0,8,8,16,16,;0x12a90b,0x12b1eb,0x12a91d,0x12b1f8,0x12a931,0x12a95c,;Not mono block loop;0;Success;48;24;24;24;0;1;
26;LLLLLLLLLLLLLLLLLLLLLLLLLL;CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,CMP,;0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,144,152,160,208,216,224,240,232,264,;0x12b550,0x12b3a4,0x12b739,0x12b6e1,0x12b938,0x12b94b,0x12b95e,0x12b82e,0x12b987,0x12b74c,0x12b9c6,0x12b69f,0x12b6af,0x12b4de,0x12b4fa,0x12b44f,0x12b99a,0x12b971,0x12b8b3,0x12b8d5,0x12b8f7,0x12b712,0x12b9d9,0x12b4c3,0x12b9b0,0x12b922,;Not mono block loop;0;Success;208;208;0;272;0;1;
