group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LS;MOV,MOV,;0,0,;0x190e5,0x190eb,;Not mono block loop;0;Success;8;4;4;4;0;1;
1;L;MOV,;0,;0x1914a,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;0,0,;0x191b7,0x191c5,;Not mono block loop;0;Success;16;8;8;8;0;1;
4;LLLS;CMP,ADD,MOV,MOV,;16,24,0,0,;0x1919e,0x191b3,0x19fb2,0x19fbf,;Not mono block loop;0;Success;32;24;8;32;0;1;
1;L;MOV,;0,;0x190e1,;Not mono block loop;0;Success;8;8;0;8;0;1;
8;LSLSLSLS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,0,0,0,0,0,0,0,;0x19e2f,0x19e3d,0x19170,0x1917b,0x191af,0x191be,0x191d8,0x191e3,;Not mono block loop;0;Success;56;8;48;8;0;1;
4;LSLS;MOV,MOV,MOV,MOV,;0,0,0,0,;0x19c4f,0x19c5d,0x19104,0x19110,;Not mono block loop;0;Success;32;8;24;8;0;1;
2;LL;CMP,MOV,;16,24,;0x19135,0x1913f,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LS;MOV,MOV,;0,0,;0x1914e,0x19156,;Not mono block loop;0;Success;8;4;4;4;0;1;
2;LL;CMP,MOV,;16,24,;0x190cc,0x190d6,;Not mono block loop;0;Success;16;16;0;16;0;1;
10;LLLLLLLLSL;VMOVSD,MOV,MOV,MOV,MOV,MOV,MOV,MOV,ADD,CMP,;-152,-136,-160,-136,-160,-144,-136,-144,-136,-168,;0x190b3,0x190da,0x1912e,0x19143,0x19e20,0x19197,0x191a8,0x19fa0,0x191ed,0x191f9,;Not mono block loop;0;Success;80;40;40;40;0;1;
2;LS;MOV,MOV,;0,0,;0x19184,0x1918e,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x191c2,0x191cf,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x1911a,0x19125,;Not mono block loop;0;Success;16;8;8;8;0;1;
