group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LS;MOV,MOV,;0,0,;0x13a02,0x13a0c,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LL;CMP,MOV,;16,24,;0x13a19,0x13a23,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LS;MOV,MOV,;0,0,;0x139a3,0x139aa,;Not mono block loop;0;Success;8;4;4;4;0;1;
2;LS;MOV,MOV,;0,0,;0x13a35,0x13a43,;Not mono block loop;0;Success;16;8;8;8;0;1;
4;LSLS;MOV,MOV,MOV,MOV,;0,0,0,0,;0x13a27,0x13a33,0x13a4c,0x13a57,;Not mono block loop;0;Success;24;8;16;8;0;1;
2;LS;MOV,MOV,;0,0,;0x14033,0x14045,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LL;MOV,CMP,;24,16,;0x1399b,0x13a75,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;L;MOV,;0,;0x1399f,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;CMP,MOV,;16,24,;0x139ad,0x139b7,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LS;MOV,MOV,;0,0,;0x139bf,0x139c5,;Not mono block loop;0;Success;8;4;4;4;0;1;
2;LS;MOV,MOV,;0,0,;0x13a2c,0x13a38,;Not mono block loop;0;Success;16;8;8;8;0;1;
19;SLLSLLSSLLSLLLSLSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,;-112,-112,-112,-120,-120,-112,-112,-120,-112,-120,-112,-112,-104,-104,-112,-112,-112,-112,-128,;0x14013,0x1401c,0x14036,0x14281,0x1428a,0x1428e,0x139cd,0x139d1,0x139da,0x139de,0x13ee3,0x13eec,0x13a15,0x14130,0x14137,0x14140,0x14156,0x1415e,0x13a68,;Not mono block loop;0;Success;144;32;112;32;0;1;
1;L;MOV,;0,;0x139bb,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LSLS;MOV,MOV,MOV,MOV,;0,0,0,0,;0x139ee,0x139f9,0x14144,0x1414e,;Not mono block loop;0;Success;32;8;24;8;0;1;
