group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;0,;0x12a39,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;0,0,;0x12a7a,0x12a85,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x13127,0x13132,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x12a1f,0x12a25,;Not mono block loop;0;Success;8;4;4;4;0;1;
4;LLLS;CMP,VMOVSD,MOV,MOV,;8,16,0,0,;0x12ad5,0x12b20,0x12af7,0x12b01,;Not mono block loop;0;Success;32;24;8;24;0;1;
2;LL;CMP,MOV,;16,24,;0x12a0d,0x12a17,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LS;MOV,MOV,;0,0,;0x12a3d,0x12a45,;Not mono block loop;0;Success;8;4;4;4;0;1;
2;LL;MOV,VUCOMISS,;58475,48177,;0x12ace,0x12ae7,;Not mono block loop;0;Success;12;12;0;10306;0;1;
14;SLLLSLSLLSLSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,VMOVSS,VMOVSS,VMOVSS,VMOVSS,CMP,;-104,-104,-112,-112,-104,-104,-104,-104,-104,-104,-104,-104,-104,-120,;0x13117,0x13120,0x12a27,0x131e4,0x13205,0x1320e,0x12a4e,0x12a57,0x12fc8,0x13330,0x1333a,0x12ffb,0x13005,0x12b0e,;Not mono block loop;0;Success;96;24;72;24;0;1;
6;LSLSLS;MOV,MOV,MOV,MOV,MOV,MOV,;0,0,0,0,0,0,;0x131f0,0x131fd,0x12aa5,0x12ab0,0x12aba,0x12ac5,;Not mono block loop;0;Success;48;8;40;8;0;1;
2;LL;CMP,MOV,;16,24,;0x12a2b,0x12a35,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LS;MOV,MOV,;0,0,;0x12a67,0x12a71,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;0,;0x12a1b,;Not mono block loop;0;Success;8;8;0;8;0;1;
