group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;0,;0x10755,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;CMP,MOV,;16,24,;0x10793,0x1079d,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LS;MOV,MOV,;0,0,;0x10828,0x10833,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x1077b,0x10786,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x10851,0x1085f,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;0,;0x10731,;Not mono block loop;0;Success;8;8;0;8;0;1;
6;LSLSLS;MOV,MOV,MOV,MOV,MOV,MOV,;0,0,0,0,0,0,;0x114e8,0x114f2,0x11599,0x115a4,0x107cf,0x107da,;Not mono block loop;0;Success;48;8;40;8;0;1;
2;LS;MOV,MOV,;0,0,;0x107a5,0x107ad,;Not mono block loop;0;Success;8;4;4;4;0;1;
6;LSLSLS;MOV,MOV,MOV,MOV,MOV,MOV,;0,0,0,0,0,0,;0x1084a,0x10859,0x116a6,0x116b3,0x10873,0x1087d,;Not mono block loop;0;Success;40;8;32;8;0;1;
2;LS;MOV,MOV,;0,0,;0x10735,0x1073c,;Not mono block loop;0;Success;8;4;4;4;0;1;
2;LS;MOV,MOV,;0,0,;0x10815,0x1081f,;Not mono block loop;0;Success;16;8;8;8;0;1;
4;LLLL;MOV,CMP,ADD,CMP,;24,16,24,16,;0x10729,0x1083c,0x1084d,0x1089a,;Not mono block loop;0;Success;32;16;16;16;0;1;
1;L;MOV,;0,;0x107a1,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;0,0,;0x107e3,0x107ed,;Not mono block loop;0;Success;16;8;8;8;0;1;
31;LLLLSLSLLSLLSSLLSLSLSLSLSLLLSLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,;-104,-112,-104,-112,-120,-120,-120,-120,-128,-120,-120,-128,-160,-120,-120,-160,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-104,-120,-120,-136,;0x1072d,0x1073f,0x10751,0x114d1,0x114d8,0x114e1,0x11427,0x11430,0x1078f,0x1155e,0x11567,0x11574,0x1157b,0x11582,0x1158b,0x1158f,0x1171c,0x11725,0x107b6,0x107bf,0x11449,0x11452,0x1145e,0x11467,0x107fc,0x10805,0x11478,0x10846,0x116a9,0x116bc,0x1088a,;Not mono block loop;0;Success;240;48;192;64;0;1;
2;LL;CMP,MOV,;16,24,;0x10743,0x1074d,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;LS;MOV,MOV,;0,0,;0x10759,0x10761,;Not mono block loop;0;Success;8;4;4;4;0;1;
2;LS;MOV,MOV,;0,0,;0x1085c,0x1086a,;Not mono block loop;0;Success;16;8;8;8;0;1;
