group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;8,;0x58f291,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x58ee5b,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;9861208,;0x58ee42,;Not mono block loop;0;Success;4;4;0;4;0;1;
2;LL;MOV,MOV,;8,8,;0x58f2d8,0x58f316,;Not mono block loop;0;Success;16;8;8;8;0;2;
2;LL;MOV,ADD,;8,16,;0x58f032,0x58f036,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;L;MOV,;8,;0x58f06a,;Not mono block loop;0;Success;8;8;0;8;0;1;
7;LLLLSSS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,16,0,0,0,0,0,;0x58f018,0x58f2c3,0x58f2c7,0x58f086,0x58f337,0x58f30c,0x58f091,;Not mono block loop;0;Success;56;16;40;24;0;1;
1;L;MOV,;9799320,;0x58f1e4,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;MOV,;96,;0x58f00b,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x58f008,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOVZX,MOV,;32,56,;0x58f17a,0x58f1a0,;Not mono block loop;0;Success;5;5;0;28;0;1;
3;LLL;CMP,MOVZX,MOV,;16,32,56,;0x58edf6,0x58ee00,0x58f365,;Not mono block loop;0;Success;17;17;0;48;0;1;
2;LS;MOV,MOV,;0,0,;0x58f229,0x58f371,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LL;TEST,TEST,;171,171,;0x58f2dc,0x58f31a,;Not mono block loop;0;Success;2;1;1;1;0;2;
3;LLL;MOV,MOV,MOV,;3919169,3918467,3918736,;0x58efe0,0x58f29e,0x58f051,;Not mono block loop;0;Success;24;24;0;710;0;1;
1;L;MOVZX,;0,;0x58ee2b,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;MOV,;24,;0x58f07c,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0x58f1c4,;Not mono block loop;0;Success;2;2;0;2;0;1;
2;LL;MOV,MOVZX,;0,0,;0x58f2ef,0x58f152,;Not mono block loop;0;Success;6;4;2;4;0;1;
1;L;TEST,;171,;0x58f03a,;Not mono block loop;0;Success;1;1;0;1;0;1;
2;LL;MOV,SUB,;0,40,;0x58eff8,0x58ee60,;Not mono block loop;0;Success;16;16;0;48;0;1;
