group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
11;SSSLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOVDQA,MOVDQA,MOVDQA,MOVDQA,MOV,;64,48,56,64,56,48,32,16,32,16,88,;0x542a38,0x542a40,0x542a45,0x542a4c,0x542a51,0x542a56,0x5425a9,0x5425ba,0x54295b,0x542962,0x542680,;Not mono block loop;0;Success;120;64;56;80;0;1;
3;LLL;MOV,MOV,MOV,;0,0,0,;0x542552,0x54263a,0x5429f0,;Not mono block loop;0;Success;24;8;16;8;0;3;
1;S;INC,;5048,;0x5428db,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;16,;0x542642,;Not mono block loop;0;Success;8;8;0;8;0;1;
34;SSSSSSSSSSSSSSSSLSSSSSSSSSSSSSSSLS;MOVUPS,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVUPS,MOVUPS,MOVUPS,MOV,MOVUPS,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVUPS,MOVUPS,MOVUPS,MOV,MOVUPS,;-16,8,48,80,104,0,72,88,96,112,120,128,136,16,32,56,-8,-16,48,0,72,80,88,96,104,112,120,128,136,16,32,56,-8,-16,;0x542559,0x54257e,0x5425a4,0x5425b5,0x5425c1,0x5425c6,0x5425ce,0x5425d7,0x5425e0,0x5425e9,0x5425f2,0x5425fb,0x542607,0x542613,0x542619,0x54261f,0x54263d,0x542669,0x542951,0x542969,0x542971,0x54297a,0x54297f,0x542988,0x542991,0x542996,0x54299f,0x5429a8,0x5429b4,0x5429c0,0x5429c6,0x5429cc,0x5429e2,0x542a16,;Not mono block loop;0;Success;336;156;180;156;0;1;
4;LLSL;TEST,MOV,MOV,MOV,;4219963,4219208,4219192,4287417,;0x542587,0x5427d1,0x5427e1,0x542594,;Not mono block loop;0;Success;13;13;0;68229;0;1;
2;LS;MOV,MOV,;8,8,;0x542650,0x54266f,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;0,;0x54265c,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,CMP,;208,1816,;0x542649,0x542673,;Not mono block loop;0;Success;9;9;0;1609;0;1;
2;LS;MOV,MOV,;8,8,;0x5429fe,0x542a1c,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;0,;0x542a0a,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;16,96,;0x542555,0x54280e,;Not mono block loop;0;Success;16;16;0;88;0;2;
1;L;MOV,;16,;0x5429f3,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOVUPS,;0,;0x54253b,;Not mono block loop;0;Success;16;16;0;16;0;1;
8;LLSLLLSS;MOV,MOV,MOV,CMP,CMP,MOV,MOV,MOV,;156,152,156,124,312,396,396,368,;0x54255f,0x542566,0x54256f,0x5427ed,0x542800,0x54281b,0x54282a,0x542835,;Not mono block loop;0;Success;32;24;8;276;0;1;
2;LL;MOV,CMP,;208,1816,;0x5429f7,0x542a20,;Not mono block loop;0;Success;9;9;0;1609;0;1;
4;LLLL;MOV,MOV,MOV,SUB,;0,0,0,40,;0x54253e,0x542625,0x5429d2,0x542685,;Not mono block loop;0;Success;32;16;16;48;0;1;
