group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;MOV,MOV,;104,8,;0x503562,0x503902,;Not mono block loop;0;Success;16;16;0;104;0;2;
1;L;CMP,;8,;0x503840,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;LSL;MOV,MOV,MOV,;0,0,8,;0x5034d8,0x5034e3,0x5034e9,;Not mono block loop;0;Success;24;16;8;16;0;1;
2;LS;MOV,DEC,;96,44,;0x5034c5,0x5034c9,;Not mono block loop;0;Success;12;12;0;60;0;1;
3;LSL;MOV,MOV,MOV,;0,0,8,;0x5034f8,0x503504,0x50350a,;Not mono block loop;0;Success;24;16;8;16;0;1;
1;L;MOV,;0,;0x503518,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0x503523,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x503698,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;4488222,;0x50384b,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x50386f,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;SUB,;40,;0x503567,;Not mono block loop;0;Success;8;8;0;8;0;1;
