group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
10;LLLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;16,16,16,16,1360,16,1360,1232,1160,24,;0x60fc2,0x614e0,0x61042,0x6111c,0x61123,0x61159,0x61178,0x61197,0x611a6,0x611b9,;Not mono block loop;0;Success;72;36;36;1348;0;1;
1;L;MOV,;16,;0x611bd,;Not mono block loop;0;Success;8;8;0;8;0;1;
5;SSSSS;MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOV,;-72,-56,-40,-24,-8,;0x6126e,0x6127a,0x61286,0x61292,0x6129d,;Not mono block loop;0;Success;72;72;0;72;0;1;
1;L;MOV,;80,;0x611c1,;Not mono block loop;0;Success;8;8;0;8;0;1;
5;LLLLL;MOV,MOV,MOV,IMUL,MOV,;16,96,88,96,88,;0x610a8,0x61102,0x61114,0x61139,0x61141,;Not mono block loop;0;Success;40;24;16;88;0;1;
5;SSSSS;MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOV,;-72,-56,-40,-24,-8,;0x6131d,0x61329,0x61335,0x61341,0x6134c,;Not mono block loop;0;Success;72;72;0;72;0;1;
9;LLLLLLLLL;MOV,MOVSD,MOVSD,MOVSD,MOV,MOV,MOV,MOV,MOV,;440,472,488,496,456,432,448,464,480,;0x61570,0x61577,0x6157f,0x61587,0x61596,0x6159d,0x615a4,0x615ba,0x615ce,;Not mono block loop;0;Success;68;68;0;72;0;1;
2;LL;MOVSD,ADDSD,;130344,130256,;0x61030,0x61088,;Not mono block loop;0;Success;16;16;0;96;0;1;
1;L;MOVZX,;0,;0x611ad,;Not mono block loop;0;Success;1;1;0;1;0;1;
2;LL;MOV,MOV,;-8,-8,;0x6156c,0x615f9,;Not mono block loop;0;Success;16;8;8;8;0;2;
7;LLLLLLL;MOV,MOVSD,MOV,MOV,MOVSD,MOVSD,MOV,;16,40,48,24,56,64,32,;0x60f4e,0x60f52,0x60f57,0x60f62,0x60f66,0x60f6b,0x60f77,;Not mono block loop;0;Success;52;52;0;56;0;1;
