group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
18;SSLSLLSLLSSLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,OR,OR,MOV,MOV,MOV,MOV,;16,40,16,24,16,24,16,32,16,8,48,48,8,8,4,72,40,8,;0x503cb0,0x503cb8,0x503cd1,0x503cd6,0x503ce6,0x503ceb,0x503cf3,0x503d0a,0x503d1d,0x503b7f,0x503b92,0x503b97,0x503bc5,0x503c57,0x503c03,0x503c0c,0x503d82,0x503dbe,;Not mono block loop;0;Success;128;60;68;76;0;1;
1;S;MOV,;0,;0x503dc3,;Not mono block loop;0;Success;4;4;0;4;0;1;
10;LLLLLSLLSS;MOV,MOV,MOV,OR,MOV,MOV,OR,MOV,MOV,MOV,;372,372,416,420,396,368,420,396,368,372,;0x503b50,0x503b5e,0x503b72,0x503bbc,0x503bc9,0x503bdd,0x503c4e,0x503c5b,0x503c65,0x503db4,;Not mono block loop;0;Success;40;20;20;56;0;1;
2;LL;MOV,CMP,;16,128,;0x503b3e,0x503be3,;Not mono block loop;0;Success;16;16;0;120;0;1;
1;L;MOV,;16,;0x503d9d,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;104,;0x503da2,;Not mono block loop;0;Success;8;8;0;8;0;1;
10;LLLLLLLLLL;CMP,MOV,MOV,CMP,CMP,MOV,CMP,CMP,MOV,MOV,;4541298,4541283,4543214,4540639,4540607,4541625,4541213,4541184,4543156,4540672,;0x503cc6,0x503b2e,0x503b64,0x503dda,0x503dea,0x503b78,0x503b9c,0x503ba9,0x503bb6,0x503d91,;Not mono block loop;0;Success;68;68;0;2611;0;1;
1;S;MOV,;0,;0x503c08,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;MOV,;104,;0x503b43,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;SLSS;MOV,MOV,MOV,INC,;16,8,8,24,;0x503af4,0x503afb,0x503c70,0x503c78,;Not mono block loop;0;Success;28;20;8;24;0;1;
2;LL;MOV,MOV,;0,24,;0x503ca4,0x503cac,;Not mono block loop;0;Success;16;16;0;32;0;2;
1;L;CMP,;24,;0x503d87,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x503c98,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;MOV,;0,;0x503d78,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;SUB,;40,;0x503c11,;Not mono block loop;0;Success;8;8;0;8;0;1;
