group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;16,;0x62665c6,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;16,;0x6266612,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;SS;MOV,MOV,;32,32,;0x6266788,0x6266793,;Not mono block loop;0;Success;2;1;1;1;0;2;
1;S;INC,;8,;0x626676d,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;SSS;MOV,MOV,MOV,;208,216,200,;0x6266677,0x6266682,0x6266690,;Not mono block loop;0;Success;24;24;0;24;0;1;
1;L;VMOVUPS,;0,;0x6266750,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;L;CMP,;13,;0x6266598,;Not mono block loop;0;Success;1;1;0;1;0;1;
3;LLL;MOVSXD,MOV,MOVSXD,;0,4,4,;0x626657d,0x6266589,0x6266616,;Not mono block loop;0;Success;12;8;4;8;0;1;
4;LLLL;MOV,MOV,MOV,MOV,;21669797,21669690,21669940,21670408,;0x62667c4,0x6266807,0x6266735,0x6266539,;Not mono block loop;0;Success;32;32;0;726;0;1;
2;LL;MOV,CMP,;16,15,;0x62665d8,0x62665e4,;Not mono block loop;0;Success;9;9;0;9;0;1;
1;L;MOV,;24,;0x626675c,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x62665bc,;Not mono block loop;0;Success;8;8;0;8;0;1;
30;SSSLLSSLSLLLSSLLSSSSSLSLLLLSLL;MOV,VMOVAPS,MOV,MOV,MOV,MOV,MOV,MOVZX,MOV,MOVZX,MOVZX,MOV,MOV,MOV,VMOVUPS,VMOVUPS,VMOVAPS,VMOVAPS,MOV,MOV,MOV,MOVZX,MOV,MOVZX,MOV,MOV,MOVZX,MOV,CMP,MOV,;-240,-256,-241,-504,-504,-232,-224,-224,-288,-224,-224,-528,-264,-275,-288,-272,-240,-256,-273,-264,-224,-224,-520,-224,-512,-512,-224,-224,-536,-504,;0x62665dd,0x6266754,0x62665f0,0x62665ff,0x62665b5,0x6266761,0x6266772,0x626678c,0x6266796,0x626679d,0x62667e7,0x6266689,0x6266697,0x626669e,0x62666ad,0x62666b5,0x62666bd,0x62666c5,0x62666cd,0x62666d4,0x62666df,0x62666fd,0x6266707,0x626670e,0x626650b,0x6266744,0x6266519,0x6266543,0x6266566,0x626656d,;Not mono block loop;0;Success;196;105;91;313;0;1;
2;SS;MOV,MOV,;32,32,;0x62666f9,0x6266704,;Not mono block loop;0;Success;2;1;1;1;0;2;
6;LLSLLS;MOV,CMP,ADD,MOV,CMP,ADD,;8,16,8,8,16,8,;0x626677c,0x6266781,0x62667ce,0x62666e9,0x62666ee,0x626673f,;Not mono block loop;0;Success;48;16;32;16;0;1;
