group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
13;SLSSSLLSLSLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,INC,MOV,MOV,CMP,;24,24,40,24,24,24,56,24,24,8,8,16,8,;0x501c40,0x501c52,0x501b50,0x501cbc,0x501c8e,0x501ca2,0x501bd5,0x501ccf,0x501cee,0x501d10,0x501d14,0x501d25,0x501d59,;Not mono block loop;0;Success;92;36;56;56;0;1;
1;L;MOV,;8,;0x501ba8,;Not mono block loop;0;Success;8;8;0;8;0;1;
8;LLSLLLSS;MOVZX,MOVZX,MOV,MOV,MOV,MOV,MOV,MOVUPS,;36,36,36,88,96,104,104,88,;0x501c6d,0x501bca,0x501bd1,0x501d21,0x501d34,0x501d3c,0x501d43,0x501d4b,;Not mono block loop;0;Success;51;25;26;76;0;1;
4;LLLL;MOV,TEST,MOV,MOV,;8,171,8,8,;0x501b03,0x501b14,0x501bfd,0x501b65,;Not mono block loop;0;Success;25;9;16;164;0;1;
1;S;DEC,;0,;0x501cfc,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x501ce0,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LSSS;MOV,MOV,MOV,MOV,;0,0,0,0,;0x501ae1,0x501c66,0x501bc3,0x501d31,;Not mono block loop;0;Success;32;8;24;8;0;1;
1;S;DEC,;0,;0x501cf3,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LLSS;MOV,MOV,DEC,DEC,;8,8,0,0,;0x501b21,0x501b3f,0x501bb9,0x501d06,;Not mono block loop;0;Success;32;16;16;16;0;2;
2;LL;MOV,MOV,;0,0,;0x501c12,0x501b76,;Not mono block loop;0;Success;16;8;8;8;0;2;
3;SLL;INC,MOV,MOV,;2335075,2384892,2379645,;0x501af6,0x501b55,0x501cd4,;Not mono block loop;0;Success;24;24;0;49825;0;1;
1;L;TEST,;171,;0x501bac,;Not mono block loop;0;Success;1;1;0;1;0;1;
2;LL;TEST,TEST,;171,171,;0x501b25,0x501b43,;Not mono block loop;0;Success;2;1;1;1;0;2;
5;LLLLL;TEST,TEST,MOV,TEST,MOV,;171,169,56,169,56,;0x501b07,0x501c04,0x501c0e,0x501b69,0x501b72,;Not mono block loop;0;Success;19;10;9;116;0;1;
4;LSSS;MOV,MOV,MOV,MOV,;0,0,0,0,;0x501aed,0x501c69,0x501bc6,0x501d38,;Not mono block loop;0;Success;32;8;24;8;0;1;
2;LS;MOV,MOV,;0,0,;0x501d2e,0x501d40,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;SUB,;40,;0x501bda,;Not mono block loop;0;Success;8;8;0;8;0;1;
