group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
6;LLLLLS;MOV,MOV,MOV,CMP,MOV,MOV,;32,48,40,56,24,48,;0x65c768c,0x65c7690,0x65c769d,0x65c76b0,0x65c76ba,0x65c7706,;Not mono block loop;0;Success;48;40;8;40;0;1;
2;LL;MOV,MOV,;0,8,;0x65c776a,0x65c776d,;Not mono block loop;0;Success;16;16;0;16;0;2;
1;L;CMP,;8,;0x65c7739,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;96,;0x65c7654,;Not mono block loop;0;Success;4;4;0;4;0;1;
4;LLLL;MOV,MOV,CMP,MOV,;8,0,28,16,;0x65c75e8,0x65c75fc,0x65c7642,0x65c7650,;Not mono block loop;0;Success;28;28;0;32;0;1;
1;S;MOV,;0,;0x65c77b2,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;S;MOV,;0,;0x65c77df,;Not mono block loop;0;Success;1;1;0;1;0;1;
3;SSS;MOV,MOV,MOV,;136,136,140,;0x65c7720,0x65c7568,0x65c756f,;Not mono block loop;0;Success;16;8;8;8;0;1;
3;LSL;CMP,MOV,CMP,;0,0,0,;0x65c7638,0x65c766e,0x65c75c3,;Not mono block loop;0;Success;24;8;16;8;0;1;
2;LL;MOV,MOV,;0,8,;0x65c767d,0x65c7680,;Not mono block loop;0;Success;16;16;0;16;0;2;
2;LL;MOV,MOV,;8,0,;0x65c7595,0x65c75a8,;Not mono block loop;0;Success;16;16;0;16;0;2;
1;L;MOVZX,;0,;0x65c77ad,;Not mono block loop;0;Success;1;1;0;1;0;1;
5;LLLLL;MOV,VPUNPCKLDQ,VSUBPD,VMULSD,VSUBSD,;18122570,-95839438,-95840518,-95832399,-95833483,;0x65c7647,0x65c76c6,0x65c76ce,0x65c76df,0x65c76f3,;Not mono block loop;0;Success;56;56;0;113963096;0;1;
1;L;MOV,;0,;0x65c7588,;Not mono block loop;0;Success;8;8;0;8;0;1;
37;SLLSSLLLLLSSLSLSLLSLLSLLLLLLLLSSLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,MOV,CMP,;-148,-120,-160,-184,-192,-160,-136,-136,-120,-192,-80,-144,-120,-80,-144,-64,-136,-184,-124,-120,-144,-72,-80,-176,-120,-136,-112,-80,-120,-124,-112,-104,-72,-64,-80,-148,-168,;0x65c759c,0x65c75ab,0x65c75af,0x65c75f5,0x65c75ff,0x65c7606,0x65c77b6,0x65c774a,0x65c761b,0x65c7625,0x65c7766,0x65c7771,0x65c7634,0x65c7793,0x65c7797,0x65c779e,0x65c7658,0x65c765f,0x65c7666,0x65c766a,0x65c77d0,0x65c77d7,0x65c77db,0x65c77ea,0x65c77f6,0x65c7814,0x65c781b,0x65c782d,0x65c75bf,0x65c75cd,0x65c7684,0x65c7688,0x65c754e,0x65c7552,0x65c7555,0x65c755f,0x65c757b,;Not mono block loop;0;Success;269;112;157;136;0;1;
1;L;MOV,;40,;0x65c7675,;Not mono block loop;0;Success;8;8;0;8;0;1;
5;LLLLL;MOV,MOV,MOV,CMP,MOV,;64,72,56,88,40,;0x65c758d,0x65c75e0,0x65c7731,0x65c7746,0x65c775a,;Not mono block loop;0;Success;36;36;0;52;0;1;
