group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;MOV,MOV,;0,40,;0x62d6927,0x62d693b,;Not mono block loop;0;Success;16;16;0;48;0;2;
1;L;MOV,;0,;0x62d6913,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;192,;0x62d691d,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x62d6931,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0x62d68f4,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LLLS;MOV,MOV,MOV,MOV,;0,16,8,0,;0x62d69a7,0x62d69b4,0x62d68f0,0x62d68fc,;Not mono block loop;0;Success;32;24;8;24;0;1;
1;L;MOV,;0,;0x62d693f,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOVSXD,;0,;0x62d6924,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;MOV,;0,;0x62d6984,;Not mono block loop;0;Success;8;8;0;8;0;1;
6;LLLLLS;MOV,MOV,MOV,MOV,MOV,MOV,;-296,-312,-160,-144,-152,-160,;0x62d6916,0x62d69a0,0x62d6954,0x62d6964,0x62d697d,0x62d6990,;Not mono block loop;0;Success;48;40;8;176;0;1;
1;S;MOV,;0,;0x62d6988,;Not mono block loop;0;Success;8;8;0;8;0;1;
