group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;S;MOV,;40,;0x55b260,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;16,;0x55b1a8,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;CMP,MOV,;7767360,7767360,;0x55b207,0x55b212,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;16,;0x55b297,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;40,;0x55b33f,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;40,;0x55b3a3,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;660,660,;0x55b0fc,0x55b10b,;Not mono block loop;0;Success;8;4;4;4;0;1;
3;LSS;CMP,MOV,MOV,;16,32,32,;0x55b2df,0x55b395,0x55b236,;Not mono block loop;0;Success;20;12;8;24;0;1;
2;LS;MOV,MOV,;8,8,;0x55b303,0x55b314,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;0,;0x55b311,;Not mono block loop;0;Success;8;8;0;8;0;1;
18;LLLLLLLSSLLSLLSSSS;MOV,MOV,MOV,CMP,MOV,MOV,MOV,DEC,MOV,MOV,MOV,MOV,MOV,CMP,MOV,DEC,MOV,MOV,;2018912,1966535,1966496,2151385,2151932,1966183,1966144,2150966,2150725,2150907,2150778,2150767,1966523,2150909,2150878,2150729,2150889,2150853,;0x55b0f1,0x55b112,0x55b119,0x55b139,0x55b145,0x55b2b2,0x55b2b9,0x55b2d3,0x55b3e4,0x55b32e,0x55b3a7,0x55b3b2,0x55b3be,0x55b343,0x55b34b,0x55b3d0,0x55b358,0x55b364,;Not mono block loop;0;Success;140;130;10;185796;0;1;
2;LS;MOV,MOV,;32,32,;0x55b23a,0x55b264,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;7582592,;0x55b275,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;24,;0x55b1a3,;Not mono block loop;0;Success;8;8;0;8;0;1;
11;LLSLSLSLLLS;MOV,MOV,MOV,MOV,MOV,MOV,MOVAPS,MOV,MOV,MOV,MOV,;32,8,8,0,0,36,16,16,24,32,16,;0x55b136,0x55b174,0x55b17c,0x55b180,0x55b185,0x55b26d,0x55b28f,0x55b198,0x55b19c,0x55b1a0,0x55b1c5,;Not mono block loop;0;Success;76;36;40;40;0;1;
2;LS;MOV,MOV,;7767360,7767360,;0x55b1bd,0x55b1e4,;Not mono block loop;0;Success;16;8;8;8;0;1;
5;LLLSS;MOV,MOV,MOV,MOV,MOV,;24,-16,-8,-16,-16,;0x55b0dc,0x55b0e0,0x55b2ff,0x55b318,0x55b178,;Not mono block loop;0;Success;40;24;16;48;0;1;
2;LS;MOV,MOV,;24,24,;0x55b27d,0x55b293,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;0,;0x55b157,;Not mono block loop;0;Success;8;8;0;8;0;1;
18;LLSLSLLLLSSLSSLLLS;MOV,MOV,MOV,MOV,MOV,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVUPS,;16,24,24,40,16,20,32,40,32,40,32,0,32,0,40,32,32,32,;0x55b1b3,0x55b1b8,0x55b1c9,0x55b1d6,0x55b1ee,0x55b1f3,0x55b37d,0x55b38b,0x55b399,0x55b325,0x55b335,0x55b3ae,0x55b3c5,0x55b3d7,0x55b223,0x55b228,0x55b23e,0x55b255,;Not mono block loop;0;Success;140;40;100;48;0;1;
1;L;MOV,;16,;0x55b0f8,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;40,;0x55b24d,;Not mono block loop;0;Success;8;8;0;8;0;1;
