group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
4;LLLS;MOV,MOV,MOV,MOV,;60,48,104,88,;0x50771b,0x50771f,0x507742,0x507749,;Not mono block loop;0;Success;28;28;0;64;0;1;
1;L;MOV,;0,;0x5078d5,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;CMP,;88,;0x50793e,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;CMP,;0,;0x5076fe,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;MOVZX,;0,;0x507852,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;MOV,;2360858,;0x507937,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x5076eb,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;SL;DEC,MOV,;0,8,;0x507917,0x50791c,;Not mono block loop;0;Success;16;16;0;16;0;1;
36;LLLSLSSSSLLLSLLSLLSLSLSLLSSSLLLLSLSL;MOV,CMP,CMP,MOV,CMP,MOV,MOV,MOV,MOV,CMP,CMP,MOV,MOV,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,DEC,MOV,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;88,4,40,88,40,88,88,4,4,16,16,8,40,24,64,80,80,48,80,80,80,80,24,88,4,104,104,80,60,48,44,32,80,104,88,80,;0x50769b,0x5077c0,0x5077d2,0x5077da,0x507820,0x507831,0x507994,0x5079a2,0x50780b,0x507847,0x5076db,0x5076e6,0x507869,0x50786d,0x5078d0,0x5078d9,0x5078e4,0x5078fd,0x507905,0x50790f,0x507920,0x507929,0x5079e3,0x5079e8,0x507949,0x5076f9,0x507d01,0x507d06,0x507d12,0x507d16,0x507956,0x50795a,0x507964,0x507d3a,0x507d44,0x507976,;Not mono block loop;0;Success;244;88;156;108;0;1;
2;LL;MOVZX,MOVZX,;0,1,;0x5076a5,0x5077e5,;Not mono block loop;0;Success;2;2;0;2;0;2;
