group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;S;DEC,;0,;0x4fe66f,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;TEST,;171,;0x4fe3e2,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;MOV,;56,;0x4fe44b,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;SL;DEC,MOV,;0,8,;0x4fe4d2,0x4fe4db,;Not mono block loop;0;Success;16;16;0;16;0;1;
2;SS;INC,INC,;0,0,;0x4fe3f9,0x4fe551,;Not mono block loop;0;Success;16;8;8;8;0;2;
1;L;MOV,;8,;0x4fe3de,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x4fe4c0,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;CMP,DEC,;8,0,;0x4fe55e,0x4fe56c,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;S;DEC,;0,;0x4fe441,;Not mono block loop;0;Success;8;8;0;8;0;1;
5;LLLSS;MOV,MOV,MOV,MOV,MOVUPS,;88,96,104,104,88,;0x4fe3ff,0x4fe40d,0x4fe415,0x4fe419,0x4fe41d,;Not mono block loop;0;Success;48;24;24;24;0;1;
1;S;DEC,;0,;0x4fe6bb,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;SUB,;40,;0x4fe450,;Not mono block loop;0;Success;8;8;0;8;0;1;
