group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
26;LLLLLLLLLLLLLLLLLLLLLLLLLL;PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,;920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,;0x4be5f,0x4be6f,0x4be7d,0x4be84,0x4be8b,0x4be92,0x4be99,0x4bea0,0x4bea7,0x4beae,0x4beb5,0x4bebc,0x4bec3,0x4beca,0x4bed1,0x4bed8,0x4bedf,0x4bee6,0x4beed,0x4bef4,0x4befb,0x4bf02,0x4bf09,0x4bf10,0x4bf17,0x4bf1e,;Not mono block loop;0;Success;208;8;200;8;0;26;
27;LLLLSLLSLLSLLSLSLSLSLSSSSSS;MOVDQA,MOVDQA,MOVDQA,MOVDQA,MOVAPS,MOVDQA,MOVDQA,MOVAPS,MOVDQA,MOVDQA,MOVAPS,MOV,MOVDQA,MOVAPS,MOVDQA,MOVAPS,MOVDQA,MOVAPS,MOVDQA,MOVAPS,MOVDQA,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,MOVAPS,;448,464,480,496,32,512,528,48,544,560,64,448,576,80,592,96,608,112,624,128,640,144,160,176,192,208,224,;0x4d026,0x4d033,0x4d03c,0x4d045,0x4d04e,0x4d057,0x4d060,0x4d069,0x4d06e,0x4d077,0x4d080,0x4d085,0x4d08d,0x4d096,0x4d09b,0x4d0a4,0x4d0a9,0x4d0b2,0x4d0b7,0x4d0c0,0x4d0c8,0x4d0d1,0x4d0d9,0x4d0e1,0x4d0e9,0x4d0f1,0x4d0f9,;Not mono block loop;0;Success;424;416;8;624;0;1;
26;LLLLLLLLLLLLLLLLLLLLLLLLLL;PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,;1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,;0x4c8b0,0x4c8c0,0x4c8ce,0x4c8d5,0x4c8dc,0x4c8e3,0x4c8ea,0x4c8f1,0x4c8f8,0x4c8ff,0x4c906,0x4c90d,0x4c914,0x4c91b,0x4c922,0x4c929,0x4c930,0x4c937,0x4c93e,0x4c945,0x4c94c,0x4c953,0x4c95a,0x4c961,0x4c968,0x4c96f,;Not mono block loop;0;Success;208;8;200;8;0;26;
1;L;MOV,;144,;0x4bd4c,;Not mono block loop;0;Success;8;8;0;8;0;1;
26;LLLLLLLLLLLLLLLLLLLLLLLLLL;PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,;920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,;0x4c7d2,0x4c7e2,0x4c7f0,0x4c7f7,0x4c7fe,0x4c805,0x4c80c,0x4c813,0x4c81a,0x4c821,0x4c828,0x4c82f,0x4c836,0x4c83d,0x4c844,0x4c84b,0x4c852,0x4c859,0x4c860,0x4c867,0x4c86e,0x4c875,0x4c87c,0x4c883,0x4c88a,0x4c891,;Not mono block loop;0;Success;208;8;200;8;0;26;
26;LLLLLSLLSLSLSLSLSLSLSSSSSS;MOVDQA,MOVDQA,MOVDQA,MOVDQA,MOVDQA,MOVUPS,MOVDQA,MOVDQA,MOVUPS,MOVDQA,MOVUPS,MOVDQA,MOVUPS,MOVDQA,MOVUPS,MOVDQA,MOVUPS,MOVDQA,MOVUPS,MOVDQA,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,;240,256,272,288,304,928,320,336,944,352,960,368,976,384,992,400,1008,416,1024,432,1040,1056,1072,1088,1104,1120,;0x4c6f5,0x4c6fe,0x4c707,0x4c710,0x4c719,0x4c722,0x4c72a,0x4c733,0x4c73c,0x4c744,0x4c74d,0x4c755,0x4c75e,0x4c766,0x4c76f,0x4c777,0x4c780,0x4c788,0x4c791,0x4c799,0x4c7a2,0x4c7aa,0x4c7b2,0x4c7ba,0x4c7c2,0x4c7ca,;Not mono block loop;0;Success;416;416;0;896;0;1;
26;LLLLLLLLLLLLLLLLLLLLLLLLLL;PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,;1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,;0x4c3d4,0x4c3e4,0x4c3f2,0x4c3f9,0x4c400,0x4c407,0x4c40e,0x4c415,0x4c41c,0x4c423,0x4c42a,0x4c431,0x4c438,0x4c43f,0x4c446,0x4c44d,0x4c454,0x4c45b,0x4c462,0x4c469,0x4c470,0x4c477,0x4c47e,0x4c485,0x4c48c,0x4c493,;Not mono block loop;0;Success;208;8;200;8;0;26;
27;LLLLLLLLLLLLLLLLLLLLLLLLLLL;CMP,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,PUSH,;928,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,;0x4c002,0x4c010,0x4c020,0x4c02e,0x4c035,0x4c03c,0x4c043,0x4c04a,0x4c051,0x4c058,0x4c05f,0x4c066,0x4c06d,0x4c074,0x4c07b,0x4c082,0x4c089,0x4c090,0x4c097,0x4c09e,0x4c0a5,0x4c0ac,0x4c0b3,0x4c0ba,0x4c0c1,0x4c0c8,0x4c0cf,;Not mono block loop;0;Success;216;16;200;208;0;1;
1;S;ADD,;0,;0x4ce08,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;LLS;MOV,MOV,MOV,;8,0,0,;0x4bd3e,0x4bd61,0x4bd71,;Not mono block loop;0;Success;24;16;8;16;0;1;
