group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
3;LLL;TEST,MOV,MOV,;168,360,264,;0x512b53,0x512c20,0x512b61,;Not mono block loop;0;Success;17;17;0;200;0;1;
1;L;MOV,;16,;0x512b8a,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;96,;0x512bab,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;24,;0x512b4e,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;TEST,;171,;0x512b6c,;Not mono block loop;0;Success;1;1;0;1;0;1;
2;LL;MOV,MOV,;0,0,;0x512c2c,0x512ba8,;Not mono block loop;0;Success;16;8;8;8;0;2;
1;L;MOV,;373720,;0x512c37,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x512c3e,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;16,;0x512c2f,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;CMP,;8,;0x512c92,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;TEST,;171,;0x512c42,;Not mono block loop;0;Success;1;1;0;1;0;1;
1;L;MOV,;8,;0x512b68,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;0,0,;0x512c10,0x512b98,;Not mono block loop;0;Success;16;8;8;8;0;2;
