group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;CMP,;275392,;0x5c4c25,;Not mono block loop;0;Success;4;4;0;4;0;1;
8;LSLSLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;44,16,16,16,16,8,8,72,;0x5c4da0,0x5c4efd,0x5c4f07,0x5c4e3b,0x5c4e44,0x5c4c78,0x5c4e65,0x5c4caa,;Not mono block loop;0;Success;60;28;32;72;0;1;
2;LL;CMP,CMP,;8,48,;0x5c4c5c,0x5c4c6a,;Not mono block loop;0;Success;16;16;0;48;0;2;
1;L;MOV,;0,;0x5c4c1e,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;SLSS;MOV,MOV,MOV,MOV,;275392,275400,275408,275400,;0x5c4dfb,0x5c4e02,0x5c4e09,0x5c4e1c,;Not mono block loop;0;Success;28;20;8;24;0;1;
2;LL;CMP,MOV,;275400,275408,;0x5c4c3b,0x5c4c4c,;Not mono block loop;0;Success;16;16;0;16;0;1;
3;LSL;MOV,MOV,MOV,;0,0,8,;0x5c4e27,0x5c4e32,0x5c4e37,;Not mono block loop;0;Success;24;16;8;16;0;1;
4;LSLS;MOV,MOV,MOV,MOV,;0,0,0,0,;0x5c4be3,0x5c4bef,0x5c4c95,0x5c4ca0,;Not mono block loop;0;Success;24;8;16;8;0;1;
2;LS;MOV,MOV,;275384,275384,;0x5c4ed4,0x5c4ee9,;Not mono block loop;0;Success;8;4;4;4;0;1;
10;LSLLLSLSLS;MOV,MOV,CMP,MOV,CMP,MOV,MOV,MOV,MOV,MOV,;3778837,3778801,3778766,3752826,3778760,3752802,3752785,3752761,3778696,3778660,;0x5c4d2c,0x5c4d50,0x5c4daf,0x5c4f1f,0x5c4dc0,0x5c4f37,0x5c4f48,0x5c4f61,0x5c4df1,0x5c4e15,;Not mono block loop;0;Success;48;46;2;26080;0;1;
3;LSL;MOV,MOV,MOV,;168,384,384,;0x5c4dca,0x5c4ef0,0x5c4ddd,;Not mono block loop;0;Success;16;12;4;220;0;1;
1;L;MOV,;384,;0x5c4d82,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;MOV,;384,;0x5c4d17,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;S;MOV,;384,;0x5c4ea7,;Not mono block loop;0;Success;4;4;0;4;0;1;
1;L;MOV,;16,;0x5c4c21,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;LSL;MOV,MOV,MOV,;0,0,8,;0x5c4d62,0x5c4d6d,0x5c4d72,;Not mono block loop;0;Success;24;16;8;16;0;1;
4;SLSS;MOV,MOV,MOV,MOV,;275392,275400,275408,275400,;0x5c4d36,0x5c4d3d,0x5c4d44,0x5c4d57,;Not mono block loop;0;Success;28;20;8;24;0;1;
2;LL;MOV,SUB,;0,40,;0x5c4bf3,0x5c4caf,;Not mono block loop;0;Success;16;16;0;48;0;1;
