group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;SL;MOVAPS,MOV,;0,24,;0x53ef59,0x53edc0,;Not mono block loop;0;Success;24;24;0;32;0;1;
2;LL;MOV,MOV,;8,8,;0x53ed78,0x53eefa,;Not mono block loop;0;Success;16;8;8;8;0;2;
1;L;MOV,;0,;0x53ef62,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LLLL;CMP,MOV,MOV,MOV,;80,32,80,32,;0x53ef1e,0x53ed70,0x53ef4d,0x53eeee,;Not mono block loop;0;Success;32;16;16;56;0;1;
1;L;TEST,;171,;0x53ef89,;Not mono block loop;0;Success;1;1;0;1;0;1;
2;SS;MOV,MOV,;0,0,;0x53edac,0x53ee88,;Not mono block loop;0;Success;16;8;8;8;0;2;
1;L;MOV,;16,;0x53ee01,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LL;MOV,MOV,;0,0,;0x53edfe,0x53ee26,;Not mono block loop;0;Success;12;8;4;8;0;2;
2;LL;MOV,MOV,;0,8,;0x53ef71,0x53ef85,;Not mono block loop;0;Success;16;16;0;16;0;2;
2;LS;MOV,MOV,;0,0,;0x53ed89,0x53ee60,;Not mono block loop;0;Success;8;4;4;4;0;1;
9;LLSLSSLSL;TEST,MOV,OR,MOVZX,MOV,MOV,MOV,MOV,MOV,;32,0,32,32,0,32,0,0,8,;0x53ed68,0x53eeb8,0x53eee3,0x53eec1,0x53eecd,0x53eed9,0x53ee30,0x53ee3f,0x53ee49,;Not mono block loop;0;Success;40;17;23;33;0;1;
3;LLS;MOV,MOV,MOV,;0,0,0,;0x53eda8,0x53ee8c,0x53eea3,;Not mono block loop;0;Success;24;8;16;8;0;1;
2;LL;MOV,MOV,;16,16,;0x53ed74,0x53eef2,;Not mono block loop;0;Success;16;8;8;8;0;2;
2;LL;TEST,TEST,;171,171,;0x53ed7c,0x53eefe,;Not mono block loop;0;Success;2;1;1;1;0;2;
1;L;MOV,;382936,;0x53ee05,;Not mono block loop;0;Success;8;8;0;8;0;1;
5;LLLSL;MOV,CMP,MOV,MOV,MOV,;16,32,24,16,24,;0x53ed96,0x53ed9a,0x53eda4,0x53edb3,0x53ee84,;Not mono block loop;0;Success;40;24;16;24;0;1;
2;LL;MOV,SUB,;0,40,;0x53ede8,0x53edc5,;Not mono block loop;0;Success;16;16;0;48;0;1;
