group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;40,;0x18b56c,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;SS;INC,INC,;0,0,;0x18b50d,0x18b5b8,;Not mono block loop;0;Success;16;8;8;8;0;2;
3;LLS;TEST,CMP,DEC,;171,8,0,;0x18b4f7,0x18b5cb,0x18b5d5,;Not mono block loop;0;Success;17;17;0;172;0;1;
1;S;DEC,;0,;0x18b6b3,;Not mono block loop;0;Success;8;8;0;8;0;1;
5;LLLSS;MOV,MOV,MOV,MOV,MOVUPS,;88,96,104,104,88,;0x18b522,0x18b531,0x18b53a,0x18b53f,0x18b544,;Not mono block loop;0;Success;48;24;24;24;0;1;
2;SL;DEC,MOV,;0,8,;0x18b599,0x18b59f,;Not mono block loop;0;Success;16;16;0;16;0;1;
1;L;MOV,;8,;0x18b4f3,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x18b718,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x18b58f,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;SL;DEC,SUB,;0,40,;0x18b562,0x18b571,;Not mono block loop;0;Success;16;16;0;48;0;1;
