group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;16,;0x13b917,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;SLS;MOV,MOV,MOVUPS,;16,-8,-16,;0x13b904,0x13b922,0x13b948,;Not mono block loop;0;Success;32;24;8;40;0;1;
2;SL;MOV,MOV,;40,40,;0x13b5ed,0x13b5fa,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;16,;0x13b626,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0x13b935,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x13b5f2,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;8,;0x13b655,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x13b5d7,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;8,8,;0x13b926,0x13b951,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;8,;0x13b635,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;0,0,;0x13b67d,0x13b680,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;L;MOV,;712,;0x13b62a,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;DEC,;0,;0x13b668,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;712,;0x13b91b,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;712,;0x13babd,;Not mono block loop;0;Success;8;8;0;8;0;1;
3;LLL;MOV,MOV,MOV,;2598373,2597955,2599126,;0x13b90c,0x13baae,0x13b61b,;Not mono block loop;0;Success;24;24;0;1179;0;1;
4;SLLS;MOV,MOV,MOV,MOVUPS,;16,-8,-8,-16,;0x13b60b,0x13bac4,0x13b631,0x13b650,;Not mono block loop;0;Success;40;24;16;40;0;1;
1;L;MOV,;16,;0x13bab9,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0x13b644,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x13bac8,;Not mono block loop;0;Success;8;8;0;8;0;1;
1;L;MOV,;16,;0x13b693,;Not mono block loop;0;Success;8;8;0;8;0;1;
2;LS;MOV,MOV,;0,0,;0x13b659,0x13b65c,;Not mono block loop;0;Success;16;8;8;8;0;1;
2;LS;MOV,MOV,;0,0,;0x13b955,0x13b958,;Not mono block loop;0;Success;16;8;8;8;0;1;
1;S;MOV,;0,;0x13bad7,;Not mono block loop;0;Success;8;8;0;8;0;1;
4;LLLL;MOV,MOVSXD,MOVSXD,MOV,;96,28,28,88,;0x13b5ca,0x13b93d,0x13b671,0x13b68c,;Not mono block loop;0;Success;24;20;4;76;0;1;
1;S;INC,;0,;0x13b618,;Not mono block loop;0;Success;8;8;0;8;0;1;
